Name,Tagline,Phone,Profile Link,Email,Website,Address,City,Postcode,Tier,NAICS Info,Social Media Links
"Odd Professional, LLC",Tier 1 Local Emerging Small Business,,,Support@theoddpro.com,https://theoddpro.com/,6130 W. Flamingo Road #113,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Business Management Consulting Services', 'Capability': ''}]",[]
SoSuTV Corporation,Tier 1 Local Emerging Small Business,,,sosutv@gmail.com,https://sosu.tv,"3550 Barron Way, #5a",Reno,89511,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '512110', 'Description': 'Motion Picture and Video Production', 'Capability': 'Video production - Government content production'}]",[]
Doc’s Software Inc,Tier 1 Local Emerging Small Business,,,DocSoftwareInc@gmail.com,,2001 Shelbyville St,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423430', 'Description': 'Computer and Computer Peripheral Equipment and Software Merchant Wholesalers', 'Capability': 'Sofware Reseller'}]",[]
Sky Visual Solutions,Tier 1 Local Emerging Small Business,,,,https://www.skyvisual.us,4010 W. Ali Baba Ln Ste. C,Las Vegas,89118,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541370', 'Description': 'Surveying and Mapping (except Geophysical) Services', 'Capability': 'Photogrammetry, Modeling'}]",[]
Robin Rankow,Tier 1 Local Emerging Small Business,,,robinrankow@gmail.com,https://robinrankow.com,432 Ackerman Lane,Henderson,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541990', 'Description': 'Appraisal (except real estate) services', 'Capability': 'Antique, Vintage, Collections, Varied Personal Property/Residential  Items'}]",[]
"Present Mind, LLC",Tier 1 Local Emerging Small Business,,,drjohannagruen@presentmindnv.com,https://presentmindnv.com,"421 W Plumb Ln, Suite H",Reno,89509,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621330', 'Description': 'Offices of Mental Health Practitioners (except Physicians)', 'Capability': 'Clinical Psychologist Office'}]",[]
MAILBOXES PLUS,Tier 1 Local Emerging Small Business,,,MBPLASVEGAS@GMAIL.COM,https://WWW.INSTAGRAM.COM/MAILBOXESPLUSLV,4225 S.EASTERN AVE #6,LAS VEGAS,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561431', 'Description': 'Private Mail Centers', 'Capability': ''}]",[]
"Avanti Group, Inc",Tier 2 Local Emerging Small Business,,,sales@avantigreen.com,https://www.avantigreen.com,"10161 Park Run Dr., Ste. 150",Las Vegas,89145,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Housekeeping (i.e., cleaning) services & commercial cleaning'}]",[]
Battle Born Notary LLC,Tier 1 Local Emerging Small Business,,,alyssiab@powernomicscos.com,,7405 delicious court,Las Vegas,89149,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '424120', 'Description': 'Office Supplies and Equipment', 'Capability': ''}]",[]
Air Cav ATM LLC.,Tier 1 Local Emerging Small Business,,,info@aircavatm.com,https://aircavatm.com,5708 Saint Elias Street,North Las Vegas,89081,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '522320', 'Description': 'Financial Transactions Processing, Reserve, and Clearinghouse Activities', 'Capability': 'Automated Teller Machine (ATM) or Automated Loan Machine (ALM) network operation|ATM Services for storefronts'}]",[]
Silver State Glass & Mirror Co.,Tier 1 Local Emerging Small Business,,,Projectadmin@Silverstateglass.com,https://silverstateglass.com/,2825 E Fremont St.,Las Vegas,89104,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238150', 'Description': 'Glazing Contractors', 'Capability': 'Glass, windows, Storefront and doors.'}]",[]
Caseys cleaning services,Tier 1 Local Emerging Small Business,,,nathan@caseyscleaning.com,,1707 Discus Drive,LAS VEGAS,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'janitoral services - building cleaning services, janitoral'}]",[]
Winged Wolf Innovations LLC,Tier 1 Local Emerging Small Business,,,tlu@wingedwolf.org,https://(in development),4904 Camino Al Norte #338275,North Las Vegas,89033,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': 'Community and Organizational Development -  General management consulting services'}]",[]
AJ Transport,Tier 1 Local Emerging Small Business,,,ajconsulting.nv@gmail.com,https://ajconsultingnv.com,"11500 S. Eastern Ave, Ste 150",Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': ''}]",[]
Mermaids Home Cleaning LLC,Tier 1 Local Emerging Small Business,,,,https://www.mermaidshomecleaning.com,3680 East Harmon Avenue,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Cleaning services'}]",[]
PM Solutions Consulting LLC,Tier 2 Local Emerging Small Business,,,felicia@summitconsultingnv.com,https://www.summitconsultingnv.com,10737 Esk Dr,Las Vegas,89144,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Customer services management consulting services New product development consulting services Marketing management consulting services Sales management consulting services'}]",[]
DM Global Consulting LLC,Tier 1 Local Emerging Small Business,,,dijana@dmglobalconsulting.com,https://dmglobalconsulting.com/,1513 Frandosa Ln,Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': 'global business consultancy'}]",[]
TAILORED ASSISTANT LLC,Tier 1 Local Emerging Small Business,,,tailoredassistants@gmail.com,https://www.tailoredassistant.com,4340 HERA TEMPLE AVE,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561110', 'Description': 'OFFICE ADMINISTRATIVE SERVICES', 'Capability': 'OFFICE ADMINISTRATIVE SUPPORT, VIRTUAL ADMINISTRAVICE SUPPORT, CLERICAL, DATA ENTRY, ACCOUNTS PAYABLE AND CALENDAR MANAGEMENT.'}]",[]
10th Light LLC,Tier 1 Local Emerging Small Business,,,,,2785 E Desert Inn Rd Ste 140,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': 'Quality Health, Safety and Environmental'}]",[]
Red Wolf Tek LLC,Tier 1 Local Emerging Small Business,,,,,3312 Via Altamira,Henderson,89044,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541690', 'Description': 'Other Scientific and Technical Consulting Services', 'Capability': 'Microsoft Dynamics Crm, Software development'}]",[]
Love Your Roots,Tier 1 Local Emerging Small Business,,,contact@loveyourroots.com,https://www.loveyourroots.com,1070 W Horizon Ridge Pkwy #201,Henderson,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '812111', 'Description': 'Barber shops', 'Capability': 'Hair Stylist and Hair Products'}]",[]
"M&M Excavating and Landscape Services, LLC",Tier 2 Local Emerging Small Business,,,mattsantino@yahoo.com,https://mmexcavatingandlandscape.com,3612 Desert Fox Dr.,Sparks,89436,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '238910', 'Description': 'Site Preparation Contractors', 'Capability': 'Trenching and Grading'}]",[]
Vegas Visiting Physician Associates,Tier 1 Local Emerging Small Business,,,vegasvisitingpa@gmail.com,,"5495 S Rainbow Blvd., # 202",LAS VEGAS,89118,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621111', 'Description': 'Offices of Physicians (except Mental Health Specialists)', 'Capability': ''}]",[]
"Western Stage Props, LLC",Tier 1 Local Emerging Small Business,,,info@westernstageprops.com,https://westernstageprops.com,4017 Dean Martin Dr,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '332992', 'Description': 'Small Arms Ammunition Manufacturing', 'Capability': ''}]",[]
"Amela Consulting, LLC",Tier 1 Local Emerging Small Business,,,,https://www.amelaconsulting.com,6833 Arcadia Creek Street,North Las Vegas,89084,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': 'Professional, Scientific, and Technical Services'}]",[]
General Security & Response Services LLC,Tier 1 Local Emerging Small Business,,,,,"3753 Howard Hughes PKWY, suite 200",Las Vegas,89169,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561612', 'Description': 'Security guard services', 'Capability': 'Security Transportation, Residential'}]",[]
VITAL LANDSCAPE CO,Tier 1 Local Emerging Small Business,,,VitalLandscapeCo@gmail.com,,4326 W. CHEYENNE AVE,NORTH LAS VEGAS,89032,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561730', 'Description': 'Landscape Maintenance and cleanup', 'Capability': 'Landscape Service'}]",[]
"Rowdy, LLC",Tier 1 Local Emerging Small Business,,,kellie@rowdybars.com,https://www.rowdybars.com,4900 Mill Street Suite 4/5,Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '311999', 'Description': 'All Other Miscellaneous Food Manufacturing', 'Capability': 'Food and Supplements'}]",[]
Perpetual Accountability Responsibility Change (PARC) at Sankofa LLC,Tier 1 Local Emerging Small Business,,,info@parcnv.com,https://www.parcnv.com,"4535 W Russell Rd, Suite 16",Las Vegas,89118,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611430', 'Description': 'Professional and Management Development Training', 'Capability': 'Educational services court ordered'}]",[]
Provisions Media & Consulting LLC,Tier 1 Local Emerging Small Business,,,Hello@provisionsmc.com,https://Www.provisionsmc.com,282 E Neal Ave,Las Vegas,89183,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541613', 'Description': 'Marketing consulting services', 'Capability': 'Provides operating advice to businesses and other organizations on marketing issues.'}]",[]
"Farr Valuation, Inc.",Tier 1 Local Emerging Small Business,,,Terry@FarrValuation.com,https://www.FarrValuation.com,9262 Sailing Water Ave,Las Vegas,89147,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '531320', 'Description': ""Appraisers' Offices, Real Estate"", 'Capability': 'Appraisal, Consulting'}]",[]
Golden Express of Nevada LLC,Tier 2 Local Emerging Small Business,,,geinstall@aol.com,,2675 Mill Street,Reno,89502,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '238390', 'Description': 'Modular furniture system attachment installation', 'Capability': 'Deliver and install office furniture'}]",[]
"Agilkin, LLC",Tier 1 Local Emerging Small Business,,,sly.nettles@agilkin.io,https://www.agilkin.io,8838 Ashley Park Avenue,Las Vegas,89148,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Business management consulting services', 'Capability': 'Agile Program and Project Management'}]",[]
Vegas Metal Worx LLC,Tier 1 Local Emerging Small Business,,,Vegasmetalworx@Gmail.com,,1017 Sage Hollow Circle,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '332312', 'Description': 'Fabricated Structural Metal Manufacturing', 'Capability': 'CNC Jet Cutting'}]",[]
Arvin Construction INC,Tier 1 Local Emerging Small Business,,,info@arvinconstruction.com,https://www.arvinconstruction.com,8804 Valley Creek Dr,Las Vegas,89134,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236115', 'Description': 'New Single-Family Housing Construction (except For-Sale Builders)', 'Capability': 'Condominium, single-family, construction general contractors - Arvin Construction inc'}]",[]
KMJ 2.0 LLC,tier_one,,,,https://kmjwebdesign.com,6615 S. Eastern Ave. Suite 105,Las Vegas,89119,tier_one,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Web Design/Mobile App Development'}]",[]
Big Karl Ventures LLC,Tier 1 Local Emerging Small Business,,,,https://www.falkbuilt.com,2245 LUCERNE DR,HENDERSON,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236220', 'Description': 'Commercial and Institutional Building Construction', 'Capability': ''}]",[]
Gone Junkin Vegas LLC,Tier 1 Local Emerging Small Business,,,Mike@gonejunkinvegas.com,https://www.Gonejunkinvegas.com,849 Via Del Castello Street,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '562119', 'Description': 'collecting and/or hauling waste (except nonhazardous solid waste and hazardous waste) within a local area. Establishments engaged in brush or rubble removal services are included in this industry.', 'Capability': ''}]",[]
Crime Busters of Nevada Inc.,Tier 2 Local Emerging Small Business,,,jessicap@asapnv.com,https://www.asapnv.com,3170 Polaris Avenue Ste 4,Las Vegas,89102,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '561621', 'Description': 'Security Systems Services', 'Capability': 'Alarms, surveillance systems'}]",[]
All American Blind Co. Inc.,Tier 1 Local Emerging Small Business,,,admin@allamericanblindco.com,https://allamericanblindco.com,3590 Crow Ave,Elko,89801,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '449122', 'Description': 'Window Treatment Stores', 'Capability': 'Service Delivery'}]",[]
Simplus Systems LLC,Tier 1 Local Emerging Small Business,,,tsweeney@simplus-systems.com,https://simplus-systems.com,6875 Windy Hill Way,Reno,89511,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236115', 'Description': 'Panelized single-family housing assembled on site by general contractors', 'Capability': 'Simplus Building System integrating Passive House Design with magnesium oxide (MgO) structural insulated panels (SIPs)'}]",[]
Sweat Reno L.L.C.,Tier 1 Local Emerging Small Business,,,info@sweatreno.com,https://www.sweatreno.com,2303 S VIRGINIA ST,Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '812199', 'Description': 'Other Personal Care Services', 'Capability': 'Sauna - U.S. industry comprises establishments primarily engaged in providing personal care services (except hair, nail, facial, nonpermanent makeup, or non-medical diet and weight reducing services).Infrared saunas and whole body cryotherapy for health and healing'}]",[]
"I WORLD CLASS DESIGN, LLC",Tier 1 Local Emerging Small Business,,,,https://iworldclassdesign.com,"161 Pioneer Peak Pl.,",Las Vegas,89138,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541430', 'Description': 'Graphic Design Services', 'Capability': 'Design of logos, brochures, flyers, annual reports, presentations, infographics, signs, social media covers and posts, etc'}]",[]
Mapcc Services LLC,Tier 1 Local Emerging Small Business,,,,,3224 BONASSOLA AVE,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Cleaning'}]",[]
Mattlock locking systems LLC,Tier 1 Local Emerging Small Business,,,,https://mattlock.net,8560 rosada way,las vegas,89149,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561622', 'Description': 'locksmith services', 'Capability': '40 hrs week'}]",[]
Armstrong Restoration LLC,Tier 1 Local Emerging Small Business,,,armstrongrestorationlv@gmail.com,,6349 citrine ave,Las Vegas,89130,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236118', 'Description': 'Residential Remodelers', 'Capability': 'fire and flood restoration'}]",[]
D&D Beauty Supply LLC,Tier 1 Local Emerging Small Business,,,danddbeautysupply@gmail.com,https://danddbeautysupply.square.site,5983 SHENANDOAH AVE,LAS VEGAS,89156,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '453998', 'Description': 'all other miscellaneous store retailers', 'Capability': 'HAIR'}]",[]
Gerardo’s Travel LLC,Tier 1 Local Emerging Small Business,,,Gerardo@ViaAvione.com,https://ViaAvione.com,"950 Nutmeg Place, suite i-20 ""eye 20""",Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561510', 'Description': 'Travel Agencies', 'Capability': 'This industry comprises establishments primarily engaged in acting as agents in selling travel, tour, and accommodation services to the general public and commercial clients.'}]",[]
Sin City Ventures Corp,Tier 2 Local Emerging Small Business,,,flowerpetalboutique@icloud.com,https://www.lasvegasflowerpetal.com,"3981 E Sunset Rd, Suite E",Las Vegas,89120,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '459310', 'Description': 'Florists', 'Capability': 'Flowers, Fresh Flowers'}]",[]
"DWP Transport, LLC",Tier 1 Local Emerging Small Business,,,dietrich.pitchford@dwptransportllc.com,https://www.dwptransportllc.com,2324 Ozark Way,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '484110', 'Description': 'General Freight Trucking, Local', 'Capability': ''}]",[]
Opt8 Automations LLC,Tier 1 Local Emerging Small Business,,,opt8automations@gmail.com,https://www.opt-8.com,556 E Solstice Ave,Las Vegas,89123,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer Systems Design Services', 'Capability': ''}]",[]
Franko Electric LLC,Tier 1 Local Emerging Small Business,,,frankollc@aol.com,https://frankoelectric.com,4904 Santo Avenue,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractor', 'Capability': 'Furnish Commercial and residential electrical projects of any size.'}]",[]
101 BARBERSHOP LLC,Tier 1 Local Emerging Small Business,,,101vegasbarbershop@gmail.com,,16 W Horizon Ridge Pkwy # 100,HENDERSON,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '812111', 'Description': 'Barber Shops', 'Capability': 'HAIRCUTS'}]",[]
K2 Analytics INC.,Tier 1 Local Emerging Small Business,,,,https://www.k2analytics.com/,4880 W University Ave. Ste B3,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Web (i.e., Internet) page design services, custom', 'Capability': ''}]",[]
Puretech,Tier 1 Local Emerging Small Business,,,,https://www.puretechlv.com,10409 Pacific Palisades Ave.,Las Vegas,89144,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561740', 'Description': 'Carpet and Upholstery Cleaning Services', 'Capability': 'carpet, tile, marble,'}]",[]
"Greenwalker Security, LLC",Tier 1 Local Emerging Small Business,,,aakin@greenwalkersecurity.com,,1986 Kamber Ct,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer Systems Integration Design Consulting Services', 'Capability': 'Cybersecurity Advisory, Auditing, Staffing, and consulting services'}]",[]
Real Deal Property Management LLC dba CLEAN,Tier 2 Local Emerging Small Business,,,call@cleanallcommercial.com,https://www.cleanallcommercial.com,"1701 W. Charleston Blvd, #315",Las Vegas,89102,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Building interiors, office Buildings, other commercial spaces'}]",[]
Owens Equipment Repair L.L.C.,Tier 1 Local Emerging Small Business,,,owensequipmentrepair@gmail.com,,5280 ECHO AVE,RENO,89506,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '811310', 'Description': 'Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance.', 'Capability': 'I have the tools and machines needed to offer services in Heavy Equipment Repair and Maintenance Services'}]",[]
Frazier Brothers Painting LLC,Tier 1 Local Emerging Small Business,,,joe@frazierbrotherspainting.com,https://frazierbrotherspainting.com,"401 Ryland ST, Suite 200 - A",Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238320', 'Description': 'Painting and Wall Covering Contractors', 'Capability': ''}]",[]
"B2B Solutions, LLC.",Tier 1 Local Emerging Small Business,,,,https://www.b2binkandtoner.com,20 Columbine Court,Sun Valley,89433,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423410', 'Description': 'Photographic Equipment and Supplies Merchant Wholesalers', 'Capability': ''}]",[]
Raul Martinez,Tier 2 Local Emerging Small Business,,,,,1695 Collins Cir.,Reno,89506,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '561730', 'Description': 'Landscaping services', 'Capability': ''}]",[]
Only 3 Snack Crisps LLC,Tier 1 Local Emerging Small Business,,,support@only3snacks.com,https://only3snacks.com/,441 Cadence View Way,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '311919', 'Description': 'Other Snack Food Manufacturing', 'Capability': 'This U.S. industry comprises establishments primarily engaged in manufacturing snack foods (except roasted nuts and peanut butter). We manufacture our Spelt-flour Based Snack Crisps, along with our Energy Bars and Trail Mix'}]",[]
Pivotal Behavior Consulting LLC,Tier 1 Local Emerging Small Business,,,ninamccartney@pivotbx.org,https://www.pivotbx.org,1905 Echo Pass Road,Reno,89521,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621399', 'Description': 'Offices of All Other Miscellaneous Health Practitioners', 'Capability': 'Applied Behavior Analysis'}]",[]
PRODAJSA USA INC,Tier 2 Local Emerging Small Business,,,acastro2@hciera.com,https://www.hciera.com,5725 S. Valley View Blvd. Suite 7,Las Vegas,89118,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541810', 'Description': 'Advertising Agencies', 'Capability': ''}]",[]
AGC ECOMMERCE LLC.,Tier 1 Local Emerging Small Business,,,CESAR@AGCGUNS.COM,,,,,,,
"Stay Clean, LLC",Tier 1 Local Emerging Small Business,,,abeny.stayclean@gmail.com,,,,,,,
"Salt, LLC",Tier 1 Local Emerging Small Business,,,abe@avluxtech.com,,,,,,,
"Coda Group, Inc.",Tier 1 Local Emerging Small Business,,,jennifer@codagroupinc.com,https://www.codagroupinc.com,"11035 Lavender Hill Drive, Ste 160-331",Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Architectural Services'}]",[]
DB Enterprises LLC,Tier 1 Local Emerging Small Business,,,darren.blinn@sincitytechnology.com,https://www.sincitytechnology.com,3400 W. Desert Inn Road Suite 27,Las Vegas,89102,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer Systems Design and Related Services', 'Capability': 'Computer Cloud Services, Cybersecurity, Digital Signage, Multimedia'}]",[]
Universal Fiber Optics LLC,Tier 1 Local Emerging Small Business,,,,https://www.ufocable.com,3773 Howard Hughes Pkwy Suite 500S,Las Vegas,89169,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': ''}]",[]
"Harriman Solution Group, LLC",Tier 1 Local Emerging Small Business,,,steven@harrimansolutiongroup.com,https://www.harrimansolutiongroup.com,1381 Silver view circle,Sparks,89436,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': 'We are a Business Capability by leveraging our extensive experience and strategic insights to provide tailored management consulting, real estate investment advisory, and government contract management services, enabling businesses to optimize operations, achieve growth, and successfully navigate complex challenges.'}]",[]
The Beacon Center,Tier 1 Local Emerging Small Business,,,bookit@meetingspaceforyou.com,,,,,,,
Elephantidae llc dba Jobdogg,Tier 1 Local Emerging Small Business,,,ssharpe@jobdogg.com,,,,,,,
Queen Xpress LLC,Tier 1 Local Emerging Small Business,,,,,10967 Calcedonian St,Las Vegas,89141,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '484110', 'Description': 'General Freight Trucking, Local', 'Capability': ''}]",[]
New Architectural Services Company LLC,Tier 1 Local Emerging Small Business,,,nas@newarchitecturalservices.com,http://newarchitecturalservices.com,1025 S 1st Street #140,Las Vegas,89128,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Architectural Design Services'}]",[]
"Connect Staffing Professional, LLC",Tier 1 Local Emerging Small Business,,,ebony@connectstaffingagency.com,https://www.connectstaffingagency.com,6133 Maverick St,Las Vegas,89130-1381,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561311', 'Description': 'Employment Placement Agencies', 'Capability': 'Recruitment and Staffing'}]",[]
Finco Facilities Maintenance LLC,Tier 1 Local Emerging Small Business,,,aswayne@fincofm.com,https://www.fincofm.com,5920 Balzar Ave,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561210', 'Description': 'Facilities Support Services', 'Capability': 'Facilities maintenance'}]",[]
Friendly Consulting LLC,Tier 2 Local Emerging Small Business,,,,https://actnv.com,1009 Whitney Ranch Dr,Henderson,89014,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541513', 'Description': ""Computer systems facilities (i.e., clients' facilities) management and operation services"", 'Capability': ''}]",[]
B&M DEVELOPMENT SERVICES LLC,Tier 1 Local Emerging Small Business,,,,,8275 South Eastern Avenue SUITE 200-24,Las Vegas,89123,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Computer program or software development, custom', 'Capability': 'Computer program or software development, custom'}]",[]
Agevac Heating and Cooling LLC,Tier 1 Local Emerging Small Business,,,leo@agevac.com,https://www.agevac.com,6108 Edgewood Circle,Las Vegas,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'Installation ,repair and maintenance of HVAC equipment'}]",[]
PS Postal Hub,Tier 1 Local Emerging Small Business,,,info@pspostalhub.com,https://Papostalhub.com,"6355 N. Commerce St, 106",N LAS VEGAS,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561431', 'Description': 'Private Mail Centers', 'Capability': 'Pack and ship/ mailbox rental'}]",[]
BRIKMAN adv llc,Tier 1 Local Emerging Small Business,,,fun@brikmanadv.com,https://www.BRIKMANadv.com,9171 W Viking Rd.,Las Vegas,89147,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541810', 'Description': 'Advertising Agencies', 'Capability': 'All-In-One Advertising agency: Strategy, Creative, Media, Social Media, Etc.'}]",[]
"Schwob Acoustics, Inc.",Tier 1 Local Emerging Small Business,,,mike@schwobacoustics.com,https://www.schwobacoustics.com,8256 Avens Place,Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering Services', 'Capability': 'Acoustical analysis, design and measurements'}]",[]
"Ur Locksmith, LLC",Tier 1 Local Emerging Small Business,,,urlocksmith247@gmail.com,https://locksmithvegas247.com,10989 African Sunset St,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561622', 'Description': 'Locksmiths', 'Capability': ''}]",[]
Joe Alvin Haun,Tier 1 Local Emerging Small Business,,,jhaun@hauntec.com,https://www.hauntec.com,2721 Ironside Drive,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Civil Engineering Services', 'Capability': 'Land development Design'}]",[]
Southwest Protective Agency LLC,Tier 1 Local Emerging Small Business,,,contact@southwestprotective.com,https://southwestprotective.com,3909 S. Maryland Pkwy. Ste. 208,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561612', 'Description': 'Security Guards and Patrol Services', 'Capability': 'Guard and Patrol Services'}]",[]
School Climate Excellence Educational Services & Consulting LLC,Tier 1 Local Emerging Small Business,,,lm@schoolclimateexcellence.org,https://schoolclimateexcellence.org/,10311 Santero bay Ct,Las Vegas,89141,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611110', 'Description': 'Elementary and Secondary Schools', 'Capability': 'Professional Development on improving school quality, character, and behaviors'}]",[]
Three Veterans Enterprises LLC,Tier 1 Local Emerging Small Business,,,,https://desertknightcdlschool.com,1080 Linda Way suite 3,SPARKS,89431,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611699', 'Description': 'All Other Miscellaneous Schools and Instruction', 'Capability': 'Truck driving school - train drivers'}]",[]
RMK Services,Tier 1 Local Emerging Small Business,,,info@rmkvegas.com,,5321 North Durango Drive,Las Vegas,89149,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'plumbing services'}]",[]
"ISTAFFU, LLC",Tier 1 Local Emerging Small Business,,,spalding@adventurevegasevents.com,https://www.adventurevegasevents.com,245 Springtime Street,Henderson,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '711320', 'Description': 'Promoters of Performing Arts, Sports, and Similar Events without Facilities', 'Capability': 'Event Production / Event Emcee Announcer'}]",[]
